datetime,charge_MW
2018-10-20 22:30:00,0.0
2018-10-20 23:00:00,0.0
2018-10-20 23:30:00,0.0
2018-10-21 00:00:00,0.0
2018-10-21 00:30:00,0.0
2018-10-21 01:00:00,0.0
2018-10-21 01:30:00,0.0
2018-10-21 02:00:00,0.0
2018-10-21 02:30:00,0.0
2018-10-21 03:00:00,0.0
2018-10-21 03:30:00,0.0
2018-10-21 04:00:00,0.0
2018-10-21 04:30:00,0.0
2018-10-21 05:00:00,0.0
2018-10-21 05:30:00,0.0
2018-10-21 06:00:00,0.0
2018-10-21 06:30:00,0.0
2018-10-21 07:00:00,0.0
2018-10-21 07:30:00,0.0
2018-10-21 08:00:00,0.26978335
2018-10-21 08:30:00,0.3064962
2018-10-21 09:00:00,0.30729809999999996
2018-10-21 09:30:00,0.3776222
2018-10-21 10:00:00,0.6359726
2018-10-21 10:30:00,0.84564435
2018-10-21 11:00:00,1.3749111
2018-10-21 11:30:00,1.7667380000000001
2018-10-21 12:00:00,1.2697017
2018-10-21 12:30:00,1.0997190000000001
2018-10-21 13:00:00,1.7129613999999997
2018-10-21 13:30:00,1.4388882
2018-10-21 14:00:00,0.5942638000000002
2018-10-21 14:30:00,0.0
2018-10-21 15:00:00,0.0
2018-10-21 15:30:00,-0.8671815059999992
2018-10-21 16:00:00,-2.5
2018-10-21 16:30:00,-2.5
2018-10-21 17:00:00,-2.5
2018-10-21 17:30:00,-2.5
2018-10-21 18:00:00,-2.5
2018-10-21 18:30:00,-2.5
2018-10-21 19:00:00,0.0
2018-10-21 19:30:00,0.0
2018-10-21 20:00:00,0.0
2018-10-21 20:30:00,0.0
2018-10-21 21:00:00,0.0
2018-10-21 21:30:00,0.0
2018-10-21 22:00:00,0.0
2018-10-21 22:30:00,0.0
2018-10-21 23:00:00,0.0
2018-10-21 23:30:00,0.0
2018-10-22 00:00:00,0.0
2018-10-22 00:30:00,0.0
2018-10-22 01:00:00,0.0
2018-10-22 01:30:00,0.0
2018-10-22 02:00:00,0.0
2018-10-22 02:30:00,0.0
2018-10-22 03:00:00,0.0
2018-10-22 03:30:00,0.0
2018-10-22 04:00:00,0.0
2018-10-22 04:30:00,0.0
2018-10-22 05:00:00,0.0
2018-10-22 05:30:00,0.0
2018-10-22 06:00:00,0.0
2018-10-22 06:30:00,0.0
2018-10-22 07:00:00,0.0
2018-10-22 07:30:00,0.1057623
2018-10-22 08:00:00,0.11007439999999999
2018-10-22 08:30:00,0.2211136
2018-10-22 09:00:00,0.4638191
2018-10-22 09:30:00,1.1717171
2018-10-22 10:00:00,1.3912223
2018-10-22 10:30:00,1.4711818
2018-10-22 11:00:00,2.0300121
2018-10-22 11:30:00,2.3955222999999997
2018-10-22 12:00:00,2.0701011
2018-10-22 12:30:00,0.5694739000000002
2018-10-22 13:00:00,0.0
2018-10-22 13:30:00,0.0
2018-10-22 14:00:00,0.0
2018-10-22 14:30:00,0.0
2018-10-22 15:00:00,0.0
2018-10-22 15:30:00,-1.1971831148181815
2018-10-22 16:00:00,-2.5
2018-10-22 16:30:00,-2.5
2018-10-22 17:00:00,-2.5
2018-10-22 17:30:00,-2.5
2018-10-22 18:00:00,-2.5
2018-10-22 18:30:00,-2.5
2018-10-22 19:00:00,0.0
2018-10-22 19:30:00,0.0
2018-10-22 20:00:00,0.0
2018-10-22 20:30:00,0.0
2018-10-22 21:00:00,0.0
2018-10-22 21:30:00,0.0
2018-10-22 22:00:00,0.0
2018-10-22 22:30:00,0.0
2018-10-22 23:00:00,0.0
2018-10-22 23:30:00,0.0
