datetime,temp_location3,temp_location6,temp_location2,temp_location4,temp_location5,temp_location1,solar_location3,solar_location6,solar_location2,solar_location4,solar_location5,solar_location1,month,day,weekday,hour,minute,demand_MW
2017-11-03 18:30:00,10.2,14.265,11.39,8.625,13.945,11.364999999999998,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,18,30,4.4
2017-11-03 19:00:00,10.02,14.29,11.38,8.33,13.94,11.28,0.0,0.0,0.0,0.0,0.0,0.0,11,3,7,19,0,4.2
2017-11-03 19:30:00,10.075,14.3,11.68,8.370000000000001,13.955,11.315,0.0,0.0,0.0,0.0,0.0,0.0,11,3,1,19,30,4.0
2017-11-03 20:00:00,10.13,14.31,11.98,8.41,13.97,11.35,0.0,0.0,0.0,0.0,0.0,0.0,11,3,2,20,0,3.75
2017-11-03 20:30:00,10.285,14.305,12.185,8.575,13.955,11.58,0.0,0.0,0.0,0.0,0.0,0.0,11,3,3,20,30,3.58
2017-11-03 21:00:00,10.44,14.3,12.39,8.74,13.94,11.81,0.0,0.0,0.0,0.0,0.0,0.0,11,3,4,21,0,3.32
2017-11-03 21:30:00,10.485,14.305,12.32,8.86,13.94,11.760000000000002,0.0,0.0,0.0,0.0,0.0,0.0,11,3,5,21,30,3.02
2017-11-03 22:00:00,10.53,14.31,12.25,8.98,13.94,11.71,0.0,0.0,0.0,0.0,0.0,0.0,11,3,6,22,0,2.8
2017-11-03 22:30:00,10.559999999999999,14.285,12.225,9.115,13.915,11.690000000000001,0.0,0.0,0.0,0.0,0.0,0.0,11,3,7,22,30,2.49
2017-11-03 23:00:00,10.59,14.26,12.2,9.25,13.89,11.67,0.0,0.0,0.0,0.0,0.0,0.0,11,3,1,23,0,2.29
2017-11-03 23:30:00,10.69,14.25,12.23,9.535,13.870000000000001,11.75,0.0,0.0,0.0,0.0,0.0,0.0,11,3,2,23,30,2.08
2017-11-04 00:00:00,10.79,14.24,12.26,9.82,13.85,11.83,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,0,0,2.33
2017-11-04 00:30:00,10.835,14.205,12.21,10.065000000000001,13.815,11.775,0.0,0.0,0.0,0.0,0.0,0.0,11,4,4,0,30,2.21
2017-11-04 01:00:00,10.88,14.17,12.16,10.31,13.78,11.72,0.0,0.0,0.0,0.0,0.0,0.0,11,4,5,1,0,2.03
2017-11-04 01:30:00,10.850000000000001,14.11,12.120000000000001,10.56,13.77,11.635000000000002,0.0,0.0,0.0,0.0,0.0,0.0,11,4,6,1,30,1.9
2017-11-04 02:00:00,10.82,14.05,12.08,10.81,13.76,11.55,0.0,0.0,0.0,0.0,0.0,0.0,11,4,7,2,0,1.85
2017-11-04 02:30:00,10.850000000000001,14.030000000000001,12.030000000000001,10.905000000000001,13.765,11.615,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,2,30,1.74
2017-11-04 03:00:00,10.88,14.01,11.98,11.0,13.77,11.68,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,3,0,1.67
2017-11-04 03:30:00,11.145,14.055,12.11,11.04,13.8,11.945,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,3,30,1.61
2017-11-04 04:00:00,11.41,14.1,12.24,11.08,13.83,12.21,0.0,0.0,0.0,0.0,0.0,0.0,11,4,4,4,0,1.61
2017-11-04 04:30:00,11.594999999999999,14.115,12.325,11.065000000000001,13.719999999999999,12.06,0.0,0.0,0.0,0.0,0.0,0.0,11,4,5,4,30,1.53
2017-11-04 05:00:00,11.78,14.13,12.41,11.05,13.61,11.91,0.0,0.0,0.0,0.0,0.0,0.0,11,4,6,5,0,1.61
2017-11-04 05:30:00,11.54,13.97,12.175,11.120000000000001,13.425,11.685,0.0,0.0,0.0,0.0,0.0,0.0,11,4,7,5,30,1.71
2017-11-04 06:00:00,11.3,13.81,11.94,11.19,13.24,11.46,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,6,0,1.93
2017-11-04 06:30:00,10.835,13.52,11.555,11.25,13.09,11.125,1.595,2.835,2.56,0.44,2.94,2.23,11,4,2,6,30,2.12
2017-11-04 07:00:00,10.37,13.23,11.17,11.31,12.94,10.79,3.19,5.67,5.12,0.88,5.88,4.46,11,4,3,7,0,2.39
2017-11-04 07:30:00,10.004999999999999,13.045,10.835,11.02,12.825,10.535,29.040000000000003,42.525,39.605,11.885000000000002,40.38,34.605,11,4,4,7,30,2.82
2017-11-04 08:00:00,9.64,12.86,10.5,10.73,12.71,10.28,54.89,79.38,74.09,22.89,74.88,64.75,11,4,5,8,0,3.13
2017-11-04 08:30:00,9.56,12.82,10.504999999999999,10.285,12.61,10.285,91.755,128.315,122.39,75.055,121.16,108.655,11,4,6,8,30,3.36
2017-11-04 09:00:00,9.48,12.78,10.51,9.84,12.51,10.29,128.62,177.25,170.69,127.22,167.44,152.56,11,4,7,9,0,3.42
2017-11-04 09:30:00,9.56,12.705,10.620000000000001,9.91,12.379999999999999,10.355,155.12,206.065,194.875,167.86,184.44,171.84,11,4,1,9,30,3.37
2017-11-04 10:00:00,9.64,12.63,10.73,9.98,12.25,10.42,181.62,234.88,219.06,208.5,201.44,191.12,11,4,2,10,0,3.42
2017-11-04 10:30:00,9.690000000000001,12.525,10.73,10.22,12.215,10.370000000000001,202.62,229.63,215.03,226.095,198.47,190.62,11,4,3,10,30,3.39
2017-11-04 11:00:00,9.74,12.42,10.73,10.46,12.18,10.32,223.62,224.38,211.0,243.69,195.5,190.12,11,4,4,11,0,3.28
2017-11-04 11:30:00,9.875,12.32,10.7,10.645,12.115,10.36,236.75,210.25,212.405,242.155,199.75,225.12,11,4,5,11,30,3.15
2017-11-04 12:00:00,10.01,12.22,10.67,10.83,12.05,10.4,249.88,196.12,213.81,240.62,204.0,260.12,11,4,6,12,0,3.02
2017-11-04 12:30:00,10.149999999999999,12.16,10.754999999999999,10.89,12.135000000000002,10.61,256.88,184.155,215.78,222.715,222.94,272.185,11,4,7,12,30,2.89
2017-11-04 13:00:00,10.29,12.1,10.84,10.95,12.22,10.82,263.88,172.19,217.75,204.81,241.88,284.25,11,4,1,13,0,2.97
2017-11-04 13:30:00,10.29,12.21,10.89,10.875,12.36,10.83,228.72,170.44,204.405,182.25,231.815,239.03,11,4,2,13,30,3.02
2017-11-04 14:00:00,10.29,12.32,10.94,10.8,12.5,10.84,193.56,168.69,191.06,159.69,221.75,193.81,11,4,3,14,0,2.81
2017-11-04 14:30:00,10.075,12.350000000000001,10.8,10.635000000000002,12.46,10.57,152.765,141.25,157.53,125.035,179.375,164.935,11,4,4,14,30,2.88
2017-11-04 15:00:00,9.86,12.38,10.66,10.47,12.42,10.3,111.97,113.81,124.0,90.38,137.0,136.06,11,4,5,15,0,3.02
2017-11-04 15:30:00,9.545,12.285,10.33,10.010000000000002,12.25,10.055,68.78999999999999,72.86,77.78999999999999,53.805,90.0,88.18,11,4,6,15,30,3.02
2017-11-04 16:00:00,9.23,12.19,10.0,9.55,12.08,9.81,25.61,31.91,31.58,17.23,43.0,40.3,11,4,7,16,0,3.36
2017-11-04 16:30:00,8.715,12.035,9.51,8.715,11.969999999999999,9.385000000000002,12.805,15.955,15.79,8.615,21.505,20.15,11,4,1,16,30,3.92
2017-11-04 17:00:00,8.2,11.88,9.02,7.88,11.86,8.96,0.0,0.0,0.0,0.0,0.01,0.0,11,4,2,17,0,4.52
2017-11-04 17:30:00,7.914999999999999,11.755,8.75,7.4350000000000005,11.77,8.755,0.0,0.0,0.0,0.0,0.005,0.0,11,4,3,17,30,4.66
2017-11-04 18:00:00,7.63,11.63,8.48,6.99,11.68,8.55,0.0,0.0,0.0,0.0,0.0,0.0,11,4,4,18,0,4.56
2017-11-04 18:30:00,7.635,11.605,8.365,6.6,11.684999999999999,8.545,0.0,0.0,0.0,0.0,0.0,0.0,11,4,5,18,30,4.3
2017-11-04 19:00:00,7.64,11.58,8.25,6.21,11.69,8.54,0.0,0.0,0.0,0.0,0.0,0.0,11,4,6,19,0,4.03
2017-11-04 19:30:00,7.71,11.625,8.285,6.0600000000000005,11.835,8.76,0.0,0.0,0.0,0.0,0.0,0.0,11,4,7,19,30,3.8
2017-11-04 20:00:00,7.78,11.67,8.32,5.91,11.98,8.98,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,20,0,3.62
2017-11-04 20:30:00,7.800000000000001,11.74,8.32,5.965,11.955,8.865,0.0,0.0,0.0,0.0,0.0,0.0,11,4,2,20,30,3.44
2017-11-04 21:00:00,7.82,11.81,8.32,6.02,11.93,8.75,0.0,0.0,0.0,0.0,0.0,0.0,11,4,3,21,0,3.25
2017-11-04 21:30:00,7.835,11.61,8.26,6.105,11.6,8.61,0.0,0.0,0.0,0.0,0.0,0.0,11,4,4,21,30,3.03
2017-11-04 22:00:00,7.85,11.41,8.2,6.19,11.27,8.47,0.0,0.0,0.0,0.0,0.0,0.0,11,4,5,22,0,2.86
2017-11-04 22:30:00,7.6899999999999995,11.195,8.235,6.305,11.145,8.42,0.0,0.0,0.0,0.0,0.0,0.0,11,4,6,22,30,2.56
2017-11-04 23:00:00,7.53,10.98,8.27,6.42,11.02,8.37,0.0,0.0,0.0,0.0,0.0,0.0,11,4,7,23,0,2.27
2017-11-04 23:30:00,7.28,10.905000000000001,8.14,6.285,11.0,8.175,0.0,0.0,0.0,0.0,0.0,0.0,11,4,1,23,30,2.12
2017-11-05 00:00:00,7.03,10.83,8.01,6.15,10.98,7.98,0.0,0.0,0.0,0.0,0.0,0.0,11,5,2,0,0,2.37
2017-11-05 00:30:00,6.8100000000000005,10.8,7.865,5.96,10.975000000000001,7.93,0.0,0.0,0.0,0.0,0.0,0.0,11,5,3,0,30,2.27
2017-11-05 01:00:00,6.59,10.77,7.72,5.77,10.97,7.88,0.0,0.0,0.0,0.0,0.0,0.0,11,5,4,1,0,2.1
2017-11-05 01:30:00,6.365,10.719999999999999,7.55,5.6,10.95,7.734999999999999,0.0,0.0,0.0,0.0,0.0,0.0,11,5,5,1,30,2.02
2017-11-05 02:00:00,6.14,10.67,7.38,5.43,10.93,7.59,0.0,0.0,0.0,0.0,0.0,0.0,11,5,6,2,0,1.97
2017-11-05 02:30:00,6.074999999999999,10.64,7.295,5.279999999999999,10.92,7.57,0.0,0.0,0.0,0.0,0.0,0.0,11,5,7,2,30,1.88
2017-11-05 03:00:00,6.01,10.61,7.21,5.13,10.91,7.55,0.0,0.0,0.0,0.0,0.0,0.0,11,5,1,3,0,1.81
2017-11-05 03:30:00,6.029999999999999,10.655,7.205,4.965,10.925,7.59,0.0,0.0,0.0,0.0,0.0,0.0,11,5,2,3,30,1.74
2017-11-05 04:00:00,6.05,10.7,7.2,4.8,10.94,7.63,0.0,0.0,0.0,0.0,0.0,0.0,11,5,3,4,0,1.74
2017-11-05 04:30:00,6.074999999999999,10.73,7.234999999999999,4.665,10.905,7.63,0.0,0.0,0.0,0.0,0.0,0.0,11,5,4,4,30,1.61
2017-11-05 05:00:00,6.1,10.76,7.27,4.53,10.87,7.63,0.0,0.0,0.0,0.0,0.0,0.0,11,5,5,5,0,1.68
2017-11-05 05:30:00,6.205,10.715,7.275,4.485,10.85,7.65,0.0,0.0,0.0,0.0,0.0,0.0,11,5,6,5,30,1.75
2017-11-05 06:00:00,6.31,10.67,7.28,4.44,10.83,7.67,0.0,0.0,0.0,0.0,0.0,0.0,11,5,7,6,0,1.88
2017-11-05 06:30:00,6.465,10.67,7.325,4.49,10.85,7.745,1.575,2.22,2.025,2.295,1.805,1.4,11,5,1,6,30,2.0
2017-11-05 07:00:00,6.62,10.67,7.37,4.54,10.87,7.82,3.15,4.44,4.05,4.59,3.61,2.8,11,5,2,7,0,2.14
2017-11-05 07:30:00,6.82,10.735,7.51,4.825,10.915,8.004999999999999,22.09,37.0,32.665,30.180000000000003,35.85,25.345000000000002,11,5,3,7,30,2.54
2017-11-05 08:00:00,7.02,10.8,7.65,5.11,10.96,8.19,41.03,69.56,61.28,55.77,68.09,47.89,11,5,4,8,0,2.89
2017-11-05 08:30:00,7.365,10.940000000000001,8.035,5.74,11.045000000000002,8.469999999999999,75.735,112.185,97.36,99.945,110.015,78.07,11,5,5,8,30,3.17
2017-11-05 09:00:00,7.71,11.08,8.42,6.37,11.13,8.75,110.44,154.81,133.44,144.12,151.94,108.25,11,5,6,9,0,3.27
2017-11-05 09:30:00,7.914999999999999,11.219999999999999,8.71,6.92,11.25,8.925,152.065,179.845,165.47,189.25,179.28,151.655,11,5,7,9,30,3.38
2017-11-05 10:00:00,8.12,11.36,9.0,7.47,11.37,9.1,193.69,204.88,197.5,234.38,206.62,195.06,11,5,1,10,0,3.29
2017-11-05 10:30:00,8.27,11.41,9.14,7.895,11.434999999999999,9.26,215.315,220.315,220.31,257.065,228.09,221.0,11,5,2,10,30,3.24
2017-11-05 11:00:00,8.42,11.46,9.28,8.32,11.5,9.42,236.94,235.75,243.12,279.75,249.56,246.94,11,5,3,11,0,3.29
2017-11-05 11:30:00,8.575,11.46,9.379999999999999,8.620000000000001,11.51,9.495000000000001,236.78,245.625,243.59,279.065,258.34000000000003,252.345,11,5,4,11,30,3.21
2017-11-05 12:00:00,8.73,11.46,9.48,8.92,11.52,9.57,236.62,255.5,244.06,278.38,267.12,257.75,11,5,5,12,0,3.21
2017-11-05 12:30:00,8.815000000000001,11.435,9.545,9.094999999999999,11.53,9.620000000000001,229.185,240.345,236.655,256.25,260.71500000000003,249.875,11,5,6,12,30,3.18
2017-11-05 13:00:00,8.9,11.41,9.61,9.27,11.54,9.67,221.75,225.19,229.25,234.12,254.31,242.0,11,5,7,13,0,3.23
2017-11-05 13:30:00,8.935,11.41,9.67,9.305,11.545,9.67,203.5,212.345,210.78,206.685,235.06,214.75,11,5,1,13,30,3.11
2017-11-05 14:00:00,8.97,11.41,9.73,9.34,11.55,9.67,185.25,199.5,192.31,179.25,215.81,187.5,11,5,2,14,0,3.14
2017-11-05 14:30:00,8.940000000000001,11.425,9.7,9.254999999999999,11.555,9.605,149.375,162.765,154.5,139.92000000000002,177.935,147.92000000000002,11,5,3,14,30,3.28
2017-11-05 15:00:00,8.91,11.44,9.67,9.17,11.56,9.54,113.5,126.03,116.69,100.59,140.06,108.34,11,5,4,15,0,3.44
2017-11-05 15:30:00,8.715,11.42,9.495000000000001,8.82,11.535,9.39,70.87,80.11,73.60499999999999,60.17,90.42,69.9,11,5,5,15,30,3.66
2017-11-05 16:00:00,8.52,11.4,9.32,8.47,11.51,9.24,28.24,34.19,30.52,19.75,40.78,31.46,11,5,6,16,0,4.09
2017-11-05 16:30:00,8.05,11.355,8.935,7.6450000000000005,11.49,8.985,14.12,17.095,15.26,9.875,20.39,15.73,11,5,7,16,30,4.47
2017-11-05 17:00:00,7.58,11.31,8.55,6.82,11.47,8.73,0.0,0.0,0.0,0.0,0.0,0.0,11,5,1,17,0,5.0
2017-11-05 17:30:00,7.345000000000001,11.275,8.33,6.445,11.504999999999999,8.61,0.0,0.0,0.0,0.0,0.0,0.0,11,5,2,17,30,4.94
2017-11-05 18:00:00,7.11,11.24,8.11,6.07,11.54,8.49,0.0,0.0,0.0,0.0,0.0,0.0,11,5,3,18,0,4.67
2017-11-05 18:30:00,6.95,11.225000000000001,7.99,5.705,11.57,8.440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,11,5,4,18,30,4.37
2017-11-05 19:00:00,6.79,11.21,7.87,5.34,11.6,8.39,0.0,0.0,0.0,0.0,0.0,0.0,11,5,5,19,0,4.17
2017-11-05 19:30:00,6.645,11.2,7.765000000000001,5.07,11.594999999999999,8.350000000000001,0.0,0.0,0.0,0.0,0.0,0.0,11,5,6,19,30,3.84
2017-11-05 20:00:00,6.5,11.19,7.66,4.8,11.59,8.31,0.0,0.0,0.0,0.0,0.0,0.0,11,5,7,20,0,3.66
2017-11-05 20:30:00,6.3,11.19,7.515000000000001,4.57,11.575,8.22,0.0,0.0,0.0,0.0,0.0,0.0,11,5,1,20,30,3.5
2017-11-05 21:00:00,6.1,11.19,7.37,4.34,11.56,8.13,0.0,0.0,0.0,0.0,0.0,0.0,11,5,2,21,0,3.36
2017-11-05 21:30:00,5.89,11.125,7.2,4.135,11.49,7.985,0.0,0.0,0.0,0.0,0.0,0.0,11,5,3,21,30,3.1
2017-11-05 22:00:00,5.68,11.06,7.03,3.93,11.42,7.84,0.0,0.0,0.0,0.0,0.0,0.0,11,5,4,22,0,2.86
2017-11-05 22:30:00,5.484999999999999,10.985,6.855,3.8,11.344999999999999,7.73,0.0,0.0,0.0,0.0,0.0,0.0,11,5,5,22,30,2.51
2017-11-05 23:00:00,5.29,10.91,6.68,3.67,11.27,7.62,0.0,0.0,0.0,0.0,0.0,0.0,11,5,6,23,0,2.25
2017-11-05 23:30:00,5.215,10.835,6.515,3.625,11.195,7.505,0.0,0.0,0.0,0.0,0.0,0.0,11,5,7,23,30,2.08
2017-11-06 00:00:00,5.14,10.76,6.35,3.58,11.12,7.39,0.0,0.0,0.0,0.0,0.0,0.0,11,6,1,0,0,2.32
2017-11-06 00:30:00,5.05,10.7,6.244999999999999,3.58,11.059999999999999,7.324999999999999,0.0,0.0,0.0,0.0,0.0,0.0,11,6,2,0,30,2.22
2017-11-06 01:00:00,4.96,10.64,6.14,3.58,11.0,7.26,0.0,0.0,0.0,0.0,0.0,0.0,11,6,3,1,0,2.04
2017-11-06 01:30:00,5.029999999999999,10.600000000000001,6.085,3.5700000000000003,10.965,7.255,0.0,0.0,0.0,0.0,0.0,0.0,11,6,4,1,30,1.97
2017-11-06 02:00:00,5.1,10.56,6.03,3.56,10.93,7.25,0.0,0.0,0.0,0.0,0.0,0.0,11,6,5,2,0,1.91
2017-11-06 02:30:00,5.185,10.535,6.16,3.58,10.899999999999999,7.255,0.0,0.0,0.0,0.0,0.0,0.0,11,6,6,2,30,1.87
2017-11-06 03:00:00,5.27,10.51,6.29,3.6,10.87,7.26,0.0,0.0,0.0,0.0,0.0,0.0,11,6,7,3,0,1.85
2017-11-06 03:30:00,5.57,10.515,6.465,3.7350000000000003,10.864999999999998,7.215,0.0,0.0,0.0,0.0,0.0,0.0,11,6,1,3,30,1.77
2017-11-06 04:00:00,5.87,10.52,6.64,3.87,10.86,7.17,0.0,0.0,0.0,0.0,0.0,0.0,11,6,2,4,0,1.76
2017-11-06 04:30:00,5.825,10.555,6.5649999999999995,3.955,10.895,7.07,0.0,0.0,0.0,0.0,0.0,0.0,11,6,3,4,30,1.74
2017-11-06 05:00:00,5.78,10.59,6.49,4.04,10.93,6.97,0.0,0.0,0.0,0.0,0.0,0.0,11,6,4,5,0,1.88
2017-11-06 05:30:00,5.800000000000001,10.645,6.5600000000000005,4.140000000000001,10.965,6.994999999999999,0.0,0.0,0.0,0.0,0.0,0.0,11,6,5,5,30,1.88
2017-11-06 06:00:00,5.82,10.7,6.63,4.24,11.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,11,6,6,6,0,1.88
2017-11-06 06:30:00,5.835,10.77,6.699999999999999,4.295,11.04,7.029999999999999,2.115,3.165,2.735,2.785,2.45,2.075,11,6,7,6,30,2.93
2017-11-06 07:00:00,5.85,10.84,6.77,4.35,11.08,7.04,4.23,6.33,5.47,5.57,4.9,4.15,11,6,1,7,0,3.4
2017-11-06 07:30:00,5.765,10.895,6.725,4.33,11.14,6.98,42.129999999999995,50.725,48.515,45.080000000000005,46.98,43.245,11,6,2,7,30,3.72
2017-11-06 08:00:00,5.68,10.95,6.68,4.31,11.2,6.92,80.03,95.12,91.56,84.59,89.06,82.34,11,6,3,8,0,3.64
2017-11-06 08:30:00,6.41,11.155,7.265,4.984999999999999,11.355,7.6,130.67000000000002,155.28,148.375,140.075,148.905,128.36,11,6,4,8,30,3.53
2017-11-06 09:00:00,7.14,11.36,7.85,5.66,11.51,8.28,181.31,215.44,205.19,195.56,208.75,174.38,11,6,5,9,0,3.47
2017-11-06 09:30:00,8.12,11.58,8.74,6.83,11.754999999999999,9.165,214.095,260.47,243.72,248.405,242.375,189.815,11,6,6,9,30,3.38
2017-11-06 10:00:00,9.1,11.8,9.63,8.0,12.0,10.05,246.88,305.5,282.25,301.25,276.0,205.25,11,6,7,10,0,3.18
2017-11-06 10:30:00,9.61,11.965,10.190000000000001,8.865,12.09,10.275,260.315,327.625,298.565,327.065,282.5,212.5,11,6,1,10,30,3.08
2017-11-06 11:00:00,10.12,12.13,10.75,9.73,12.18,10.5,273.75,349.75,314.88,352.88,289.0,219.75,11,6,2,11,0,3.23
2017-11-06 11:30:00,10.34,12.2,10.969999999999999,10.235,12.219999999999999,10.629999999999999,244.185,339.625,308.5,353.19,298.75,228.03,11,6,3,11,30,3.42
2017-11-06 12:00:00,10.56,12.27,11.19,10.74,12.26,10.76,214.62,329.5,302.12,353.5,308.5,236.31,11,6,4,12,0,3.49
2017-11-06 12:30:00,10.55,12.305,11.28,10.969999999999999,12.285,10.899999999999999,189.75,300.69,266.405,317.06,266.97,197.53,11,6,5,12,30,3.34
2017-11-06 13:00:00,10.54,12.34,11.37,11.2,12.31,11.04,164.88,271.88,230.69,280.62,225.44,158.75,11,6,6,13,0,3.02
2017-11-06 13:30:00,10.495,12.33,11.315,11.18,12.32,11.045,139.70499999999998,225.91,179.94,221.53,192.97,129.42000000000002,11,6,7,13,30,3.04
2017-11-06 14:00:00,10.45,12.32,11.26,11.16,12.33,11.05,114.53,179.94,129.19,162.44,160.5,100.09,11,6,1,14,0,3.14
2017-11-06 14:30:00,10.36,12.245000000000001,11.075,10.870000000000001,12.33,11.0,92.625,141.89,104.25,115.97,151.125,92.81,11,6,2,14,30,3.33
2017-11-06 15:00:00,10.27,12.17,10.89,10.58,12.33,10.95,70.72,103.84,79.31,69.5,141.75,85.53,11,6,3,15,0,3.35
2017-11-06 15:30:00,10.059999999999999,12.125,10.685,9.84,12.370000000000001,10.885,44.87,66.59,51.835,41.54,84.82,54.82,11,6,4,15,30,3.56
